Ground Truth,Corn-Corn,Corn-Diffuse built-up area,Corn-Grasslands,Corn-Industrial and commercial areas,Corn-Natural grasslands and pastures,Corn-Oilseeds (Rapeseed),Corn-Orchards and fruit growing,Corn-Protein crops (Beans / Peas),Corn-Roads,Corn-Soy,"Corn-Straw cereals (Wheat, Triticale, Barley)",Corn-Sunflower,Corn-Tubers/roots,Corn-Vineyards,Corn-Woody moorlands,Dense built-up area-Dense built-up area,Dense built-up area-Diffuse built-up area,Dense built-up area-Grasslands,Dense built-up area-Industrial and commercial areas,Dense built-up area-Oilseeds (Rapeseed),Dense built-up area-Roads,"Dense built-up area-Straw cereals (Wheat, Triticale, Barley)",Dense built-up area-Sunflower,Dense built-up area-Water,Diffuse built-up area-Corn,Diffuse built-up area-Dense built-up area,Diffuse built-up area-Diffuse built-up area,Diffuse built-up area-Grasslands,Diffuse built-up area-Hardwood forest,Diffuse built-up area-Industrial and commercial areas,Diffuse built-up area-Natural grasslands and pastures,Diffuse built-up area-Oilseeds (Rapeseed),Diffuse built-up area-Orchards and fruit growing,Diffuse built-up area-Protein crops (Beans / Peas),Diffuse built-up area-Roads,Diffuse built-up area-Softwood forest,Diffuse built-up area-Soy,"Diffuse built-up area-Straw cereals (Wheat, Triticale, Barley)",Diffuse built-up area-Sunflower,Diffuse built-up area-Tubers/roots,Diffuse built-up area-Vineyards,Diffuse built-up area-Water,Diffuse built-up area-Woody moorlands,Grasslands-Corn,Grasslands-Dense built-up area,Grasslands-Diffuse built-up area,Grasslands-Grasslands,Grasslands-Hardwood forest,Grasslands-Industrial and commercial areas,Grasslands-Natural grasslands and pastures,Grasslands-Oilseeds (Rapeseed),Grasslands-Orchards and fruit growing,Grasslands-Protein crops (Beans / Peas),Grasslands-Roads,Grasslands-Softwood forest,Grasslands-Soy,"Grasslands-Straw cereals (Wheat, Triticale, Barley)",Grasslands-Sunflower,Grasslands-Vineyards,Grasslands-Water,Grasslands-Woody moorlands,Hardwood forest-Corn,Hardwood forest-Diffuse built-up area,Hardwood forest-Grasslands,Hardwood forest-Hardwood forest,Hardwood forest-Industrial and commercial areas,Hardwood forest-Natural grasslands and pastures,Hardwood forest-Orchards and fruit growing,Hardwood forest-Roads,Hardwood forest-Softwood forest,Hardwood forest-Soy,"Hardwood forest-Straw cereals (Wheat, Triticale, Barley)",Hardwood forest-Sunflower,Hardwood forest-Vineyards,Hardwood forest-Water,Hardwood forest-Woody moorlands,Industrial and commercial areas-Corn,Industrial and commercial areas-Dense built-up area,Industrial and commercial areas-Diffuse built-up area,Industrial and commercial areas-Grasslands,Industrial and commercial areas-Hardwood forest,Industrial and commercial areas-Industrial and commercial areas,Industrial and commercial areas-Natural grasslands and pastures,Industrial and commercial areas-Oilseeds (Rapeseed),Industrial and commercial areas-Orchards and fruit growing,Industrial and commercial areas-Protein crops (Beans / Peas),Industrial and commercial areas-Roads,Industrial and commercial areas-Softwood forest,Industrial and commercial areas-Soy,"Industrial and commercial areas-Straw cereals (Wheat, Triticale, Barley)",Industrial and commercial areas-Sunflower,Industrial and commercial areas-Tubers/roots,Industrial and commercial areas-Vineyards,Industrial and commercial areas-Water,Industrial and commercial areas-Woody moorlands,Natural grasslands and pastures-Corn,Natural grasslands and pastures-Diffuse built-up area,Natural grasslands and pastures-Grasslands,Natural grasslands and pastures-Hardwood forest,Natural grasslands and pastures-Industrial and commercial areas,Natural grasslands and pastures-Natural grasslands and pastures,Natural grasslands and pastures-Oilseeds (Rapeseed),Natural grasslands and pastures-Orchards and fruit growing,Natural grasslands and pastures-Roads,Natural grasslands and pastures-Softwood forest,Natural grasslands and pastures-Soy,"Natural grasslands and pastures-Straw cereals (Wheat, Triticale, Barley)",Natural grasslands and pastures-Sunflower,Natural grasslands and pastures-Tubers/roots,Natural grasslands and pastures-Vineyards,Natural grasslands and pastures-Water,Natural grasslands and pastures-Woody moorlands,Oilseeds (Rapeseed)-Corn,Oilseeds (Rapeseed)-Diffuse built-up area,Oilseeds (Rapeseed)-Grasslands,Oilseeds (Rapeseed)-Industrial and commercial areas,Oilseeds (Rapeseed)-Natural grasslands and pastures,Oilseeds (Rapeseed)-Oilseeds (Rapeseed),Oilseeds (Rapeseed)-Orchards and fruit growing,Oilseeds (Rapeseed)-Protein crops (Beans / Peas),Oilseeds (Rapeseed)-Roads,Oilseeds (Rapeseed)-Soy,"Oilseeds (Rapeseed)-Straw cereals (Wheat, Triticale, Barley)",Oilseeds (Rapeseed)-Sunflower,Oilseeds (Rapeseed)-Tubers/roots,Oilseeds (Rapeseed)-Vineyards,Oilseeds (Rapeseed)-Water,Oilseeds (Rapeseed)-Woody moorlands,Orchards and fruit growing-Corn,Orchards and fruit growing-Diffuse built-up area,Orchards and fruit growing-Grasslands,Orchards and fruit growing-Hardwood forest,Orchards and fruit growing-Industrial and commercial areas,Orchards and fruit growing-Natural grasslands and pastures,Orchards and fruit growing-Oilseeds (Rapeseed),Orchards and fruit growing-Orchards and fruit growing,Orchards and fruit growing-Protein crops (Beans / Peas),Orchards and fruit growing-Roads,Orchards and fruit growing-Softwood forest,Orchards and fruit growing-Soy,"Orchards and fruit growing-Straw cereals (Wheat, Triticale, Barley)",Orchards and fruit growing-Sunflower,Orchards and fruit growing-Vineyards,Orchards and fruit growing-Water,Orchards and fruit growing-Woody moorlands,Protein crops (Beans / Peas)-Corn,Protein crops (Beans / Peas)-Diffuse built-up area,Protein crops (Beans / Peas)-Grasslands,Protein crops (Beans / Peas)-Hardwood forest,Protein crops (Beans / Peas)-Industrial and commercial areas,Protein crops (Beans / Peas)-Natural grasslands and pastures,Protein crops (Beans / Peas)-Oilseeds (Rapeseed),Protein crops (Beans / Peas)-Protein crops (Beans / Peas),Protein crops (Beans / Peas)-Roads,Protein crops (Beans / Peas)-Soy,"Protein crops (Beans / Peas)-Straw cereals (Wheat, Triticale, Barley)",Protein crops (Beans / Peas)-Sunflower,Protein crops (Beans / Peas)-Tubers/roots,Protein crops (Beans / Peas)-Vineyards,Protein crops (Beans / Peas)-Woody moorlands,Roads-Corn,Roads-Dense built-up area,Roads-Diffuse built-up area,Roads-Grasslands,Roads-Hardwood forest,Roads-Industrial and commercial areas,Roads-Natural grasslands and pastures,Roads-Oilseeds (Rapeseed),Roads-Orchards and fruit growing,Roads-Roads,Roads-Soy,"Roads-Straw cereals (Wheat, Triticale, Barley)",Roads-Sunflower,Roads-Vineyards,Roads-Water,Softwood forest-Corn,Softwood forest-Diffuse built-up area,Softwood forest-Grasslands,Softwood forest-Hardwood forest,Softwood forest-Industrial and commercial areas,Softwood forest-Natural grasslands and pastures,Softwood forest-Orchards and fruit growing,Softwood forest-Roads,Softwood forest-Softwood forest,Softwood forest-Soy,"Softwood forest-Straw cereals (Wheat, Triticale, Barley)",Softwood forest-Sunflower,Softwood forest-Water,Softwood forest-Woody moorlands,Soy-Corn,Soy-Diffuse built-up area,Soy-Grasslands,Soy-Hardwood forest,Soy-Industrial and commercial areas,Soy-Natural grasslands and pastures,Soy-Oilseeds (Rapeseed),Soy-Orchards and fruit growing,Soy-Protein crops (Beans / Peas),Soy-Roads,Soy-Soy,"Soy-Straw cereals (Wheat, Triticale, Barley)",Soy-Sunflower,Soy-Tubers/roots,Soy-Vineyards,Soy-Water,Soy-Woody moorlands,"Straw cereals (Wheat, Triticale, Barley)-Corn","Straw cereals (Wheat, Triticale, Barley)-Dense built-up area","Straw cereals (Wheat, Triticale, Barley)-Diffuse built-up area","Straw cereals (Wheat, Triticale, Barley)-Grasslands","Straw cereals (Wheat, Triticale, Barley)-Hardwood forest","Straw cereals (Wheat, Triticale, Barley)-Industrial and commercial areas","Straw cereals (Wheat, Triticale, Barley)-Natural grasslands and pastures","Straw cereals (Wheat, Triticale, Barley)-Oilseeds (Rapeseed)","Straw cereals (Wheat, Triticale, Barley)-Orchards and fruit growing","Straw cereals (Wheat, Triticale, Barley)-Protein crops (Beans / Peas)","Straw cereals (Wheat, Triticale, Barley)-Roads","Straw cereals (Wheat, Triticale, Barley)-Softwood forest","Straw cereals (Wheat, Triticale, Barley)-Soy","Straw cereals (Wheat, Triticale, Barley)-Straw cereals (Wheat, Triticale, Barley)","Straw cereals (Wheat, Triticale, Barley)-Sunflower","Straw cereals (Wheat, Triticale, Barley)-Tubers/roots","Straw cereals (Wheat, Triticale, Barley)-Vineyards","Straw cereals (Wheat, Triticale, Barley)-Water","Straw cereals (Wheat, Triticale, Barley)-Woody moorlands",Sunflower-Corn,Sunflower-Dense built-up area,Sunflower-Diffuse built-up area,Sunflower-Grasslands,Sunflower-Hardwood forest,Sunflower-Industrial and commercial areas,Sunflower-Natural grasslands and pastures,Sunflower-Oilseeds (Rapeseed),Sunflower-Orchards and fruit growing,Sunflower-Protein crops (Beans / Peas),Sunflower-Roads,Sunflower-Softwood forest,Sunflower-Soy,"Sunflower-Straw cereals (Wheat, Triticale, Barley)",Sunflower-Sunflower,Sunflower-Tubers/roots,Sunflower-Vineyards,Sunflower-Water,Sunflower-Woody moorlands,Tubers/roots-Corn,Tubers/roots-Industrial and commercial areas,Tubers/roots-Oilseeds (Rapeseed),Tubers/roots-Soy,"Tubers/roots-Straw cereals (Wheat, Triticale, Barley)",Tubers/roots-Sunflower,Vineyards-Corn,Vineyards-Diffuse built-up area,Vineyards-Grasslands,Vineyards-Hardwood forest,Vineyards-Industrial and commercial areas,Vineyards-Natural grasslands and pastures,Vineyards-Oilseeds (Rapeseed),Vineyards-Orchards and fruit growing,Vineyards-Protein crops (Beans / Peas),Vineyards-Soy,Vineyards-Sunflower,Vineyards-Vineyards,Water-Corn,Water-Dense built-up area,Water-Diffuse built-up area,Water-Grasslands,Water-Hardwood forest,Water-Industrial and commercial areas,Water-Natural grasslands and pastures,Water-Orchards and fruit growing,Water-Roads,Water-Softwood forest,Water-Soy,"Water-Straw cereals (Wheat, Triticale, Barley)",Water-Sunflower,Water-Vineyards,Water-Water,Water-Woody moorlands,Woody moorlands-Corn,Woody moorlands-Diffuse built-up area,Woody moorlands-Grasslands,Woody moorlands-Hardwood forest,Woody moorlands-Industrial and commercial areas,Woody moorlands-Natural grasslands and pastures,Woody moorlands-Oilseeds (Rapeseed),Woody moorlands-Orchards and fruit growing,Woody moorlands-Softwood forest,Woody moorlands-Soy,"Woody moorlands-Straw cereals (Wheat, Triticale, Barley)",Woody moorlands-Sunflower,Woody moorlands-Vineyards,Woody moorlands-Woody moorlands
Corn-Corn,128288,7,32,16,0,22,0,2,0,299,222,188,0,4,0,0,0,0,0,0,0,0,0,0,219,0,12,1,2,101,0,0,3,0,0,0,12,3,32,0,3,0,0,69,0,4,73,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,26,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,112,2,0,1,0,0,0,1,31,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,32,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737,0,0,0,1,0,0,0,0,0,147,0,75,0,0,0,0,96,0,0,12,0,5,0,0,0,0,0,0,0,0,73,0,0,0,0,2563,0,1,0,2,122,0,13,0,0,0,0,140,8,130,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corn-Oilseeds (Rapeseed),0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corn-Protein crops (Beans / Peas),0,0,0,1,0,17,0,894,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,27,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corn-Soy,282,0,11,14,0,0,0,0,0,32989,120,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,17,1,0,2,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,754,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,19,0,0,0,0,3,0,1,0,0,0,0,1275,10,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corn-Straw cereals (Wheat, Triticale, Barley)",2,0,0,20,0,6,0,0,0,0,37069,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,2,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,1,0,4,1,1,0,0,0,0,0,951,2,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corn-Sunflower,17,2,6,1,0,0,0,0,0,133,0,27527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,4,0,2,0,3,0,0,0,0,12,2,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Corn-Tubers/roots,1,0,0,3,0,0,0,0,0,0,0,14,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dense built-up area-Corn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dense built-up area-Dense built-up area,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17714,5975,24,1382,4,30,3,3,3,14,1657,74743,266,0,8558,2,34,30,1,7,1,6,59,190,0,6,3,0,0,7,12,56,0,88,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,652,3154,15,0,12244,0,3,0,0,88,0,1,11,20,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,31,0,2,0,0,0,0,53,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,2,3,0,0,4,0,0,0,0,3,1,1,0,0,0,0,21,6,0,0,99,0,0,0,61,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,1,23,4,0,41,0,12,0,0,0,0,3,26,93,0,2,0,0,1,4,120,6,0,116,0,5,0,0,0,0,2,118,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,6,0,0,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dense built-up area-Straw cereals (Wheat, Triticale, Barley)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
